"id","title","type","description","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_id","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","PC1","PC1_category"
"ts86165","The Society","SHOW","When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive.",2019,"TV-MA",56,"['scifi', 'thriller', 'drama']","['US']",1,"tt8778064",7,27693,28.6,7.7,-0.787143537717265,"Low"
"ts215683","The Untamed","SHOW","In a land dominated by the mighty Wen clan, a young man named Wei Wuxian strikes up an unconventional friendship with justice-loving Lan Wangji. When the duo unexpectedly stumbles across evidence implicating the Wen clan’s chief in a plot to bring mayhem to the inhabitants of their land, Wei Wuxian and Lan Wangji decide to intervene. However, the pair’s attempts to foil the Wen clan boss’s wicked plans go wrong. In the confusion that follows, Wei Wuxian disappears – with many fearing the worst for him. Sixteen years later, Wei Wuxian returns out of the blue. He is soon reunited with Lan Wangji, just as a spate of mysterious murders has broken out. The duo joins forces once more to investigate, determined not to fail this time… Can the pair get to the bottom of the intrigue? Will they solve the murder cases? And just who is the dastardly secret figure pulling the strings behind the evildoings now blighting the land?",2019,"TV-14",44,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']","['CN']",1,"tt10554898",8.8,5963,52.565,9.1,-2.57753460506453,"Low"
"ts85398","Our Planet","SHOW","Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.",2019,"TV-G",50,"['documentation']","['GB']",1,"tt9253866",9.3,41386,14.33,8.8,-2.72851523931121,"Low"
"ts218802","The Family","SHOW","An enigmatic conservative Christian group known as the Family wields enormous influence in Washington, D.C., in pursuit of its global ambitions.",2019,"TV-14",26,"['documentation', 'sport', 'reality']","['US']",1,"tt10780886",6.4,3491,8.605,6.9,0.151829411417635,"Medium"
"ts129445","The Spy","SHOW","Based on the life of Israeli spy Eli Cohen.",2019,"TV-MA",53,"['drama', 'history']","['FR']",1,"tt5952634",7.9,40535,14.528,7.6,-1.25558236052698,"Low"
"ts84993","Daybreak","SHOW","Living his best life in post-apocalyptic LA, a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs.",2019,"TV-MA",44,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'comedy', 'action']","['US']",1,"tt12374132",6.7,19398,20.154,7.3,-0.33672042158564,"Medium"
"ts249891","The Comey Rule","SHOW","An immersive, behind-the-headlines account of the historically turbulent events surrounding the 2016 presidential election and its aftermath, which divided a nation. This two-part biopic tells the story of two powerful figures, Comey and Trump, whose strikingly different personalities, ethics and loyalties put them on a collision course.",2020,"TV-MA",82,"['war', 'drama']","['US']",1,"tt9174536",7.4,8598,9.914,7.3,-0.665468697430332,"Low"
"ts286390","Merli: Dare to Know","SHOW","It follows the story of Pol Rubio, Merlin Bergeron's favorite student, from the ""Merlin"" TV series. Pol follows in the footsteps of his former professor and begins his Philosophy career at the University of Barcelona. Pol will meet new friends, new colleagues and new teachers, new conflicts, his complicated family and his new relationship with Bruno. In this new stage, the meeting with María Bolaño will be key, an acid teacher who will see the great potential of Pol and will mark him definitively. Bolaño constantly pressures Pol, forcing him to let go of his posh attitude and face his new life in an adult way.",2019,"TV-MA",48,"['drama', 'comedy']","['ES']",2,"tt9415632",7.6,1711,98.052,8.4,-1.60854119694527,"Low"
"ts236531","Too Hot to Handle","SHOW","On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex.",2020,"TV-MA",42,"['reality', 'romance']","['US']",3,"tt12004280",4.6,12001,19.838,6.8,1.16939924311391,"High"
"ts82912","Ratched","SHOW","An origins story, beginning in 1947, which follows Ratched's journey and evolution from nurse to full-fledged monster tracking her murderous progression through the mental health care system.",2020,"TV-MA",54,"['crime', 'drama', 'thriller']","['US']",2,"tt7423538",7.2,52731,49.499,7.8,-1.11156354664194,"Low"
"ts89014","DC Super Hero Girls","SHOW","The world may know them as Wonder Woman, Supergirl and Batgirl, but not-so-typical teenagers Diana, Kara and Barbara, alongside their Super Hero friends have much more to deal with than just protecting Metropolis from some of the most sinister school-aged Super-Villains. After all, being teens is tough enough, what with school, friends, family and the chaos that comes with managing a social life. But add super powers and a secret identity to the mix, and things can get a lot more complicated.",2019,"TV-PG",10,"['scifi', 'comedy', 'family', 'fantasy', 'drama', 'animation', 'action']","['US']",2,"tt6927444",7.2,1193,20.123,8.2,-1.05495638345035,"Low"
"ts250801","Dark Desire","SHOW","Married Alma spends a fateful weekend away from home that ignites passion, ends in tragedy and leads her to question the truth about those close to her.",2020,"TV-MA",34,"['drama', 'thriller']","['MX']",2,"tt12540080",6.5,7135,180.627,7.3,-0.61071443547327,"Low"
"ts281928","Unsolved Mysteries","SHOW","Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series.",2020,"TV-MA",49,"['documentation', 'drama', 'thriller', 'crime']","['US']",2,"tt9642938",7.3,9391,21.135,7.8,-0.922393934255,"Low"
"ts83491","WHAT / IF","SHOW","In this neo-noir thriller series, a pair of cash-strapped newlyweds accept a lucrative but morally dubious offer from a mysterious female benefactor.",2019,"TV-MA",59,"['drama', 'thriller']","['US']",1,"tt8860450",6.3,15135,21.388,6.7,0.240768351596558,"Medium"
"ts223404","It's Okay to Not Be Okay","SHOW","Desperate to escape from his emotional baggage and the heavy responsibility he’s had all his life, a psychiatric ward worker begins to heal with help from the unexpected—a woman who writes fairy tales but doesn’t believe in them.",2020,"TV-MA",76,"['drama', 'comedy', 'romance']","['KR']",1,"tt12451520",8.6,21104,67.024,8.6,-2.28164466404971,"Low"
"ts93054","Trinkets","SHOW","An unexpected friendship forms when three teenage girls meet in Shoplifters Anonymous.",2019,"TV-MA",26,"['comedy', 'crime', 'drama']","['US']",2,"tt9134194",7,10263,25.549,8.1,-0.935103839047133,"Low"
"ts82851","Messiah","SHOW","A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. Who exactly is he? And what does he want?",2020,"TV-MA",45,"['drama', 'thriller']","['US']",1,"tt7671598",7.6,42018,13.871,7.4,-0.976588845370062,"Low"
"ts216522","BEASTARS","SHOW","In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.",2019,"TV-MA",23,"['drama', 'romance', 'thriller', 'animation', 'crime', 'fantasy']","['JP']",2,"tt11043632",7.7,9440,72.782,8.7,-1.79522602960828,"Low"
"ts221749","Dorohedoro","SHOW","The story revolves around Kaiman, who does not remember who he was before he was transfigured by a Magic user. This transformation left him with a reptile's head, and a desire to find out the truth about who he really is. Accompanied by Nikaido, his female companion, he tracks down Magic Users in ""The Hole"" and unceremoniously chomps down on their head, hoping to find out who it was that put him in this state. One by one, they witness this ""second man"" inside the head of Kaiman, and after pulling them back out of his mouth he asks them all a question... ""What did the guy inside my head say?""",2020,"TV-MA",24,"['scifi', 'horror', 'animation', 'action', 'comedy', 'fantasy']","['JP']",1,"tt11147852",8.1,7813,27.217,8.6,-1.83691047291409,"Low"
"ts88469","Undercover","SHOW","Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.",2019,"TV-MA",49,"['drama', 'crime', 'thriller']","['BE']",3,"tt7263154",7.8,16773,20.899,8.1,-1.403528350625,"Low"
"ts90019","Bonding","SHOW","A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.",2019,"TV-MA",17,"['comedy', 'drama']","['US']",2,"tt7718088",7.1,15871,19.611,7.3,-0.549309398970075,"Medium"
"ts223981","Cheer","SHOW","The stakes on the mat are high, but for these cheerleaders, the only thing more brutal than their workouts and more exceptional than their performances are the stories of adversity and triumph behind the athletes themselves.",2020,"TV-MA",56,"['documentation', 'sport', 'reality']","['US']",2,"tt11426660",8.1,6145,10.286,7.5,-1.16772874533183,"Low"
"ts88283","Wu Assassins","SHOW","The last in a line of Chosen Ones, a wannabe chef teams up with a homicide detective to unravel an ancient mystery and take down supernatural assassins.",2019,"TV-MA",44,"['scifi', 'action', 'crime', 'drama', 'fantasy']","['US']",1,"tt8652642",6.4,12799,23.22,7.3,-0.148428897874021,"Medium"
"ts105441","Greatest Events of WWII in Colour","SHOW","A series of colorized archive footage of important events during World War II.",2019,"",50,"['documentation', 'history', 'war']","['GB']",1,"tt9103932",8.7,8508,7.826,8.6,-2.12870496343031,"Low"
"ts220751","Lego Jurassic World: Legend of Isla Nublar","SHOW","Set in 2012, three years before the events of the Jurassic World movie, LEGO Jurassic World: Legend of Isla Nublar picks up where the story left off from LEGO Jurassic World: The Secret Exhibit. Newly-hired animal behaviorist OWEN GRADY and Assistant Manager of Park Operations CLAIRE DEARING team up on Isla Nublar to deal with everything hectic life around the Jurassic World park throws their way. And ""everything"" includes runaway dinosaurs, ongoing construction to expand the park, tourists everywhere, unpredictable tropical weather, and an impulsive boss. Plus, a mysterious saboteur with surprising ties to the park's past is on a quest to find a legendary treasure and destroy Jurassic World forever. What could possibly go wrong? Everything.",2019,"TV-PG",22,"['scifi', 'animation', 'comedy', 'family']","['CA']",1,"tt10872880",6.7,272,14.65,7.3,-0.247148296911827,"Medium"
"ts88485","Green Eggs and Ham","SHOW","Guy-Am-I, an inventor, and his friend Sam-I-Am go on a cross-country trip that would test the limits of their friendship. As they learn to try new things, they find out what adventure brings.",2019,"TV-Y7",28,"['action', 'family', 'fantasy', 'drama', 'animation', 'comedy', 'romance']","['US']",2,"tt4651448",8.1,2556,14.865,8.5,-1.72679397048515,"Low"
"ts90937","Stateless","SHOW","Four strangers — a flight attendant escaping a suburban cult, an Afghan refugee fleeing persecution, a young Australian father escaping a dead-end job, and a bureaucrat caught up in a national scandal — are stuck in an immigration detention center in the Australian desert. Inspired by true events.",2020,"TV-14",53,"['drama']","['AU']",1,"tt4878488",7.5,9218,6.874,6.9,-0.492335241401715,"Medium"
"ts219080","Caliphate","SHOW","National Security agent Fatima receives a tip that a terrorist attack against Sweden is in the planning stage. Meanwhile Sulle, a teenage girl in Stockholm, gets interested in her student assistent who opens doors to a new and fascinating world - the true path.  Kalifat is a thriller about the intermingled fates of five young women who get caught up in the seducing and destroying force of religious fundamentalism.",2020,"TV-MA",48,"['war', 'crime', 'drama', 'thriller']","['SE']",1,"tt11398870",8.2,17735,12.921,7.4,-1.22099891764201,"Low"
"ts250997","Down to Earth with Zac Efron","SHOW","Actor Zac Efron journeys around the world with wellness expert Darin Olien in a travel show that explores healthy, sustainable ways to live.",2020,"TV-PG",39,"['documentation', 'history', 'reality']","['US']",1,"tt12585152",8,6446,17.015,7.8,-1.29840955193053,"Low"
"ts237560","Jeffrey Epstein: Filthy Rich","SHOW","Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.",2020,"TV-MA",57,"['crime', 'documentation']","['US']",1,"tt12312250",7.1,23216,25.26,7.3,-0.593307836961226,"Low"
"ts226468","Summertime","SHOW","A modern love story set during the summer on Italy’s Adriatic Coast. An undeniable attraction brings together Ale and Summer, who come from very different worlds. For both, these holidays will be an unforgettable journey that will take them far from who they were before they met.",2020,"TV-MA",43,"['drama', 'romance']","['IT']",3,"tt11269886",6,2573,87.796,7,0.112134636193054,"Medium"
"ts86908","L.A.'s Finest","SHOW","Syd Burnett has left her complicated past behind to become an LAPD detective. Paired with a new partner, Nancy McKenna, a working mom with an equally complex past, Syd is pushed to examine whether her unapologetic lifestyle might be masking a greater personal secret. These two women don't agree on much, but they find common ground when it comes to taking on the most dangerous criminals in Los Angeles.",2019,"TV-14",47,"['drama', 'crime', 'thriller', 'action', 'comedy']","['US']",2,"tt7555294",6.1,7000,26.53,7.3,0.0360785968965642,"Medium"
"ts222835","Holiday Secrets","SHOW","A Christmas reunion becomes a gateway to the past in this three-part series that explores the intimate complexities of one family's history.",2019,"",38,"['drama']","['DE']",1,"tt11243536",6.5,1134,5.085,6.4,0.393945506295033,"Medium"
"ts237111","Almost Happy","SHOW","A locally famous radio host has to deal with his ex-wife, who he still loves, and his two children.",2020,"TV-MA",27,"['comedy']","['AR']",2,"tt12146940",6.8,870,8.845,7.2,-0.234611276050276,"Medium"
"ts110703","Interior Design Masters","SHOW","Aspiring interior designers transform a variety of spaces from dowdy to delightful as they vie for a life-changing contract with a top London hotel.",2019,"",57,"['reality']","['GB']",3,"tt8367694",6.4,1356,14.763,6.9,0.143438135907263,"Medium"
"ts255926","Dash & Lily","SHOW","A whirlwind holiday romance builds as cynical Dash and optimistic Lily trade dares, dreams, and desires in the notebook they pass back and forth at locations all across New York City.",2020,"TV-14",25,"['comedy', 'drama', 'romance']","['US']",1,"tt11127506",7.5,16978,20.229,8.3,-1.34376695378618,"Low"
"ts161737","Dare Me","SHOW","The lives of several cheerleaders are changed forever when a shocking crime rocks their quiet suburban world.",2019,"TV-MA",43,"['thriller', 'crime', 'reality']","['US']",1,"tt2983222",6.6,5098,24.114,7.9,-0.571102063875787,"Low"
"ts223344","The Gift","SHOW","A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.",2019,"TV-MA",45,"['scifi', 'drama', 'fantasy']","['TR']",3,"tt10075318",7,21582,12.379,7.8,-0.775315816551871,"Low"
"ts93611","October Faction","SHOW","A semi-retired couple who work for a clandestine monster hunting agency discover dark family secrets and the truth about their employer after their magically inclined nigh adult kids reawaken a witch bent on revenge.",2020,"TV-MA",41,"['drama', 'fantasy', 'horror', 'scifi']","['US']",1,"tt8826128",6.1,10854,19.174,6.8,0.321333170719317,"Medium"
"ts255104","Deaf U","SHOW","In this reality series, a tight-knit group of Deaf and hard of hearing students share their stories and explore life at Gallaudet University.",2020,"TV-MA",20,"['reality', 'drama']","['US']",1,"tt13070478",6.4,462,14.943,5.8,0.763135964033751,"High"
"ts100116","Blown Away","SHOW","A reality show featuring glass blowers from around the world competing to be the best. One artist is dismissed after each episode/challenge.",2019,"TV-PG",25,"['reality', 'documentation', 'comedy', 'history']","['CA']",2,"tt9908860",7.1,2876,11.497,7.5,-0.588699056386291,"Low"
"ts100359","Medical Police","SHOW","Two American physicians in São Paulo, Brazil, discover a civilization-threatening virus and are recruited as government agents in a race against time and around the world to find a cure and uncover a dark conspiracy.",2020,"TV-MA",24,"['comedy']","['US']",1,"tt9850952",5.9,4136,9.216,6.7,0.544562083083377,"High"
"ts243036","Selena: The Series","SHOW","As Mexican-American Tejano singer Selena comes of age and realizes her dreams, she and her family make tough choices to hold on to love and music.",2020,"TV-PG",38,"['drama', 'music']","['US']",2,"tt9421868",6.9,4435,51.141,7.5,-0.588520285698277,"Low"
"ts106536","White Lines","SHOW","A woman tries to solve the mysterious death of her brother, a famous DJ who disappeared from Ibiza many years ago.",2020,"TV-MA",55,"['thriller', 'crime', 'drama']","['GB']",1,"tt9073958",6.6,16506,20.325,6.8,0.0113730662757045,"Medium"
"ts222455","The Devil Next Door","SHOW","A Cleveland grandfather is brought to trial in Israel, accused of being the infamous Nazi death camp guard known as Ivan the Terrible.",2019,"TV-MA",46,"['documentation', 'crime', 'history']","['US', 'IL']",1,"tt11165002",7.6,13084,6.216,7.1,-0.674716224274147,"Low"
"ts225101","Start-Up","SHOW","Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.",2020,"TV-14",80,"['drama', 'comedy', 'romance']","['KR']",1,"tt12867810",8.1,9021,23.134,8.5,-1.77447325208844,"Low"
"ts89282","Toy Boy","SHOW","After seven years in a Málaga prison, a male stripper is released pending retrial and sets out to prove his lover framed him for her husband's murder.",2019,"TV-MA",61,"['crime', 'action', 'drama', 'thriller']","['ES']",2,"tt8693266",6.5,7371,24.546,7.7,-0.412060708423299,"Medium"
"ts236747","Middleditch & Schwartz","SHOW","Comedy duo Thomas Middleditch and Ben Schwartz turn small ideas into epically funny stories in this series of completely improvised comedy specials.",2020,"TV-MA",51,"['comedy']","['US']",1,"tt12027034",8.6,5147,3.878,7.8,-1.5994061577742,"Low"
"ts116814","The Twelve","SHOW","Twelve ordinary people are called for jury duty for a murder case as traumatizing as it is controversial in which a woman stands trial for killing her own blood.",2019,"TV-MA",47,"['thriller', 'drama']","['BE']",1,"tt7605396",7.5,5005,14.21,7,-0.551880796392313,"Medium"
"ts268608","The Ripper","SHOW","For five years, from 1975 to 1980, the Yorkshire Ripper murders cast a dark shadow over the lives of women in the North of England. 13 women were dead and the police seemed incapable of catching the killer. No one felt safe – and every man was a suspect.",2020,"TV-MA",49,"['crime', 'documentation']","['GB']",1,"tt13492374",7.1,9228,2.588,7.1,-0.365037657717081,"Medium"
"ts215691","Teenage Bounty Hunters","SHOW","After joining forces with a veteran bounty hunter, sixteen-year-old fraternal twin sisters Sterling and Blair dive into the world of bail skipping baddies while still navigating the high stakes of teenage love and sex.",2020,"TV-MA",49,"['action', 'drama', 'crime', 'comedy']","['US']",1,"tt10584608",7.6,10821,27.309,7.9,-1.17167106302666,"Low"
"ts306090","GREAT PRETENDER","SHOW","Supposedly Japan’s greatest swindler, Makoto Edamura gets more than he bargained for when he tries to con Laurent Thierry, a real world-class crook.",2020,"TV-MA",24,"['action', 'comedy', 'crime', 'drama', 'animation']","['JP']",1,"tt11680468",7.9,4635,15.729,7.6,-1.11876800942379,"Low"
"ts88699","Northern Rescue","SHOW","After the death of his wife, Sarah, John West, packs up his three children and moves from their hectic urban life to his small northern hometown to take command of the local search-and-rescue service. Once there, the family struggles with their new surroundings, new friends and accepting Sarah's death.",2019,"TV-14",43,"['drama', 'family']","['CA']",1,"tt8462412",7.1,4105,9.248,7,-0.307069935867712,"Medium"
"ts251782","High Score","SHOW","This docuseries traces the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life.",2020,"TV-14",42,"['documentation', 'history']","['US']",1,"tt12759400",7.4,7733,14.827,7.7,-0.899688525322102,"Low"
"ts215012","Kipo and the Age of Wonderbeasts","SHOW","A girl explores the possibilities in a post-apocalyptic world.",2020,"TV-Y7",24,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']","['US']",3,"tt10482560",8.3,5293,20.604,8.5,-1.86696978127799,"Low"
"ts225787","Unabomber: In His Own Words","SHOW","Anchored by a rare interview, this docuseries details Ted Kaczynski's path from a young intellectual to one of the most feared people in US history.",2020,"TV-MA",43,"['crime', 'documentation']","['US']",1,"tt11833494",7.2,3338,3.591,7.4,-0.569926248648948,"Low"
"ts192440","Garth Brooks: The Road I'm On","SHOW","A look at the life and career of Garth Brooks and his wife Trisha Yearwood.",2019,"TV-PG",86,"['reality', 'documentation']","['US']",1,"tt10095402",7.4,285,0.646,10,-2.12158030542696,"Low"
"ts88296","Ares","SHOW","When her friend suffers a bizarre accident, Rosa realizes the secret student society they've just joined is built on demonic secrets from Dutch history.",2020,"TV-MA",29,"['thriller', 'drama', 'horror']","['NL']",1,"tt8404520",5.7,4298,12.337,7.1,0.425113748969553,"Medium"
"ts223126","The Confession Killer","SHOW","Henry Lee Lucas rose to infamy when he confessed to hundreds of unsolved murders. This docuseries examines the truth -- and horrifying consequences.",2019,"TV-14",48,"['crime', 'documentation']","['US']",1,"tt11307176",7.4,8733,5.575,7.3,-0.654213152109073,"Low"
"ts88262","Traitors","SHOW","1945 London. Feef is seduced by a rogue American spy into spying on her own country. Her task? To uncover a Russian agent in the heart of the British Government.",2019,"TV-MA",50,"['war', 'thriller']","['GB']",1,"tt7371896",6.6,3020,8.353,6.7,0.152565837142005,"Medium"
"ts236501","Valeria","SHOW","A writer in a creative and marital crisis finds refuge and support in her three best friends. Based on the novels by Elisabet Benavent.",2020,"TV-MA",41,"['drama', 'comedy', 'romance']","['ES']",2,"tt9731288",6.5,5510,25.379,7.6,-0.350997880712229,"Medium"
"ts86726","Tidying Up with Marie Kondo","SHOW","In a series of inspiring home makeovers, world-renowned tidying expert Marie Kondo helps clients clear out the clutter -- and choose joy.",2019,"TV-PG",34,"['reality']","['US']",1,"tt8115560",6.6,3529,7.148,6.8,0.0977884232031267,"Medium"
"ts256309","Aunty Donna's Big Ol House of Fun","SHOW","Comedy trio Aunty Donna showcase their uniquely absurd and offbeat style through an array of sketches, songs and eclectic characters.",2020,"TV-MA",20,"['comedy']","['AU']",1,"tt13316746",8,6140,6.338,8,-1.38034982235557,"Low"
"ts89251","Tales of the City","SHOW","Mary Ann returns to present-day San Francisco and is reunited with her daughter and ex-husband, twenty years after leaving them behind to pursue her career.  Fleeing the midlife crisis that her picture-perfect Connecticut life created, Mary Ann is quickly drawn back into the orbit of Anna Madrigal, her chosen family and a new generation of queer young residents living at 28 Barbary Lane.",2019,"TV-MA",56,"['drama']","['US']",1,"tt7087260",7.4,7715,13.399,7.6,-0.839677156304315,"Low"
"ts105645","Historical Roasts","SHOW","""Roastmaster General"" Jeff Ross and a slew of guest stars poke fun at major historical figures while also honoring their enduring impact on the world.",2019,"TV-MA",29,"['comedy']","['US']",1,"tt9169602",5.3,1675,2.383,6.3,1.13871083981963,"High"
"ts225718","La Révolution","SHOW","1787, France. While investigating a series of mysterious murders, Joseph Guillotin - the future inventor of the world famous ‘Guillotine’ - uncovers an unknown virus: the Blue Blood. The disease quickly spreads amongst the French aristocracy, driving them to murder ordinary people and soon leads to a rebellion.",2020,"TV-MA",46,"['drama', 'fantasy', 'thriller', 'action']","['FR']",1,"tt13044528",6.6,5512,10.7,6.9,0.0243423703816472,"Medium"
"ts252856","Challenger: The Final Flight","SHOW","Engineers, officials and the crew members' families provide their perspective on the 1986 Space Shuttle Challenger disaster and its aftermath.",2020,"TV-14",45,"['documentation', 'history']","['US']",1,"tt12930534",7.8,6778,18.289,7.2,-0.852870894645781,"Low"
"ts215178","Grand Army","SHOW","The drama series tells the story of five high school students as they struggle with sexual, racial and economic politics and fight to succeed and become somebody.",2020,"TV-MA",52,"['drama']","['US']",1,"tt10473150",7.5,6279,20.845,8,-1.13550355048406,"Low"
"ts93066","The I-Land","SHOW","When ten people wake up on a treacherous island with no memory of who they are and how they got there, they set off on a trek to try to get back home, only to discover the world is not as it seems.",2019,"TV-MA",40,"['drama', 'scifi', 'reality']","['US']",1,"tt9070436",4.6,16918,15.848,5.7,1.77774693650068,"High"
"ts223759","Killer Inside: The Mind of Aaron Hernandez","SHOW","Via interviews with friends, players and insiders, this docuseries examines how Aaron Hernandez went from an NFL star to a convicted killer.",2020,"TV-MA",67,"['crime', 'documentation', 'sport']","['US']",1,"tt11475228",7.4,16649,8.676,7.4,-0.74958408207472,"Low"
"ts104840","Skylines","SHOW","In Frankfurt, A young, talented hip-hop producer in Germany signs with a record label where he finds that the worlds of music and organized crime collide.",2019,"TV-MA",60,"['drama', 'music', 'crime', 'documentation', 'reality']","['DE']",1,"tt9184970",7.5,2627,4.302,7.1,-0.571761165454106,"Low"
"ts219162","Inside Bill's Brain: Decoding Bill Gates","SHOW","This three-part documentary tells Bill Gates’ life story, in-depth and unfiltered, as he pursues unique solutions to some of the world’s most complex problems.",2019,"TV-14",50,"['documentation']","['US']",1,"tt10837476",7.9,10776,7.648,7.6,-1.12078566323779,"Low"
"ts254592","Song Exploder","SHOW","Get inspired as musicians dig deep into the creative process of songwriting and reveal their intimate thoughts in a series based on the hit podcast.",2020,"TV-MA",27,"['documentation', 'music']","['US']",2,"tt13110256",7.4,758,3.099,8,-1.00881707223488,"Low"
"ts81646","Chambers","SHOW","Consumed by the mystery surrounding the donor heart that saved her life, a young patient starts taking on sinister characteristics of the deceased.",2019,"TV-MA",44,"['drama', 'thriller', 'fantasy', 'horror']","['US']",1,"tt7949204",6.4,8380,14.065,6.9,0.117927078921176,"Medium"
"ts219561","The Mind, Explained","SHOW","Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series.",2019,"TV-14",21,"['documentation']","['US']",2,"tt10810430",8,5230,7.127,7.8,-1.26681466438081,"Low"
"ts91039","The Chef Show","SHOW","Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.",2019,"TV-MA",26,"['documentation']","['US']",2,"tt10359446",8.2,5025,14.612,7.8,-1.40025245712361,"Low"
"ts92547","Rise of Empires: Ottoman","SHOW","Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.",2020,"",45,"['documentation', 'drama', 'history', 'war', 'action']","['TR']",2,"tt9244578",7.9,22045,20.123,7.3,-1.03043999532343,"Low"
"ts113506","The Last Czars","SHOW","A Chronicled look at the fall of the Romanov dynasty in Russia.",2019,"TV-MA",45,"['documentation', 'drama', 'history', 'romance', 'war']","['GB']",1,"tt7949606",7.3,8096,9.596,7.4,-0.661753657647374,"Low"
"ts87471","Darwin's Game","SHOW","Sudou Kaname, an ordinary high school student, receives an invitation email to try a mysterious app called ""Darwin's Game."" Kaname, upon launching the app, is drawn into a game where players fight one another using superpowers called Sigils. Without knowing the reason for all this, can Kaname survive furious battles against the powerful players who attack him?",2020,"TV-14",23,"['scifi', 'action', 'drama', 'animation']","['JP']",1,"tt11405390",7.3,2284,16.528,7.9,-0.938217107603679,"Low"
"ts89744","How to Sell Drugs Online (Fast)","SHOW","How do you win back your girlfriend from the school drug dealer? For Moritz, the answer is clear: sell better drugs. Out of his teenage bedroom, he joins forces with his best friend Lenny to launch what turns into an unexpectedly successful online drug market. Soon, as accidental drug dealers, they’re faced with standard drug empire problems: meeting demand, quality control, and, most importantly: not getting caught.",2019,"TV-MA",32,"['drama', 'comedy', 'crime', 'romance']","['DE']",3,"tt9184994",7.9,30734,73.548,8.3,-1.7700502117105,"Low"
"ts225912","Biohackers","SHOW","Mia goes to medical school to get close to a professor she suspects had a hand in her past family tragedy and gets tangled in the world of biohacking.",2020,"TV-MA",42,"['scifi', 'thriller', 'drama']","['DE']",2,"tt9849210",6.8,9346,13.252,7.5,-0.447840570244659,"Medium"
"ts250912","Fear City: New York vs The Mafia","SHOW","New York City in the 1970s was ruled with a bloody fist by five mafia families, until a group of federal agents tried the unthinkable: taking them down.",2020,"TV-MA",52,"['crime', 'documentation']","['US']",1,"tt12588372",7.1,7215,9.525,6.9,-0.263893306455116,"Medium"
"ts190462","Gentefied","SHOW","The Morales cousins scramble to save their grandfather's taco shop - and pursue their own dreams - as gentrification shakes up their LA neighborhood.",2020,"TV-MA",30,"['comedy', 'drama']","['US']",2,"tt10037034",7.3,2641,11.096,7.8,-0.868796304007634,"Low"
"ts187541","Hotel Del Luna","SHOW","When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",2019,"TV-14",80,"['action', 'comedy', 'drama', 'fantasy', 'horror', 'romance', 'scifi']","['KR']",1,"tt10220588",8.2,7832,34.492,8.7,-1.96975921983561,"Low"
"ts105542","The Baker and the Beauty","SHOW","A blue-collar baker strikes up a relationship with an international superstar. US version of the Israeli romantic comedy series 'The Baker and the Beauty'.",2020,"TV-14",44,"['romance', 'comedy', 'drama']","['US']",1,"tt9164986",7.5,4160,12.087,8.1,-1.15951724819554,"Low"
"ts89075","Her Private Life","SHOW","An art curator's life unravels, as she tries to keep her pastime as a die-hard K-pop fan secret from her gallery's new director.",2019,"TV-14",74,"['drama', 'comedy', 'romance']","['KR']",2,"tt9899340",7.7,3665,28.219,7.9,-1.20317693936243,"Low"
"ts237109","Control Z","SHOW","When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity.",2020,"TV-MA",36,"['drama', 'thriller']","['MX']",2,"tt11937662",6.9,8235,83.181,8.2,-1.08279432999923,"Low"
